sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
TPM4P1	0	0	0	0	0.0477	0	0	0.0582	0.0713	0.0475
LINC02043	0.0389	0.1943	0.1732	0	0.042	0	0.0289	0.2309	0.1257	0.0837
CDY3P	0	0	0	0	0	0	0	0	0	0.0237
ASCL5	1.0552	1.511	1.3055	0.5331	0.5322	0.2016	0.0523	1.8324	0.0568	0.6625
RPS29P8	0	0	0.6187	0.2871	0	0	0.6197	1.6489	0.3366	0
RBPJP5	0	0	0	0	0	0	0	0	0	0
DYNLT3P1	0	0	0	0	0	0	0	0	0	0.221
ZYG11AP1	0	0	0	0	0	0	0	0	0	0
CSF2RBP1	0	0.1821	0	0	0	0	0	0.1202	0	0
TMEM114	0	0.1003	0.1491	0.1038	0	0	0	0	0	0
BTF3L4P1	0.1523	0	0	0.2098	0.1646	0.2494	0.3396	0.1004	0.123	0.9833
KRTAP25-1	0	0	0	0	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0	0	0	0	0
LINC02805	0.0112	0.078	0.1655	0.0307	0.0603	0.0274	0.0497	0.0074	0.054	0.012
ACTR3P2	0	0	0	0	0.0306	0.0464	0	0.0374	0.0458	0.0305
OR52I1	0.3129	0.1443	0	0.0166	0.013	0	0	0.0476	0.0194	0.0259
FTH1P1	0.5358	1.3382	1.9887	0.5537	0.9411	0.1097	0.2988	0.795	0.2164	0.5046
SLC30A6P1	0.135	0	0	0	0	0	0	0	0	0
IFNWP15	0	0	0	0	0.0642	0	0	0	0	0
MTND1P32	0.076	0	0.1128	0	0	0	0	0.1002	0	0.2044
HSD17B3-AS1	0	0	0	0	0.0719	0.1089	0	0	0	0.0358
GNG12-AS1	0.5347	0.2876	1.3434	0.17	1.6783	0.9095	0.3823	0.5425	1.6775	1.2617
ELOBP3	0	0	0.3599	0	0	0	0	0	0	0
SLC6A1-AS1	0.122	0	3.6232	0	1.4508	0	0.1814	0	1.7738	0.1313
ALDH7A1P2	0	0	0	0	0	0	0	0	0	0.1235
PAICSP7	0	0	0	0	0	0	0	0	0	0
GRHL3-AS1	0	1.2475	0	0.0574	0.045	0.4772	0.0619	0.4392	0.0672	0
FAM215B	0.1632	0.2609	0.4846	0.045	0.1411	0.1604	0.2184	0.1292	0	0.3338
LNCPRESS1	0	0.0821	0.3661	0	0	0.7404	0.3667	0	0	0
DFFBP1	0.2184	0.7272	0	0	0.118	0.0596	0.1082	0.144	0.1764	0.4309
CLCP1	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0.0426	0	0	0	0	0	0	0
LINC03002	0.0627	0.3131	0.9305	0.1511	0.6351	0.4106	0.3844	0.0207	0.2657	0.0843
PSMC1P13	0.0723	0	0.1074	0	0	0	0.0538	0	0	0
LINC02518	0.0962	0.3843	0.2856	0	0	0.0788	0	0	0	0.0518
MXRA7P1	1.9524	3.3436	7.4534	3.0746	7.009	2.1698	1.7626	1.2875	15.6546	2.8518
ARL5AP5	0	0	0	0	0	0	0	0.2156	0	0
RPS27AP2	0.3065	0.4593	0.2275	0.2112	0.4141	0.1255	0.2279	1.1117	0.2475	0.5773
RPL4P2	0.2224	0.1666	0.165	0.2681	0.3905	0.2731	0.2893	0.7331	0.3142	1.9145
YBX1P7	0	0	0	0	0	0	0	0	0	0.0717
SEMA3B-AS1	37.3189	3.5806	0	21.7887	0.4558	3.2804	7.6808	1.1123	0.5108	2.6096
VIPR1-AS1	1.8375	0.1644	0.1629	0.0283	0.1853	1.5047	0.2039	0.7144	0.0221	0.0148
TRPC6P3	0	0.1011	0	0	0.0547	0.0829	0	0	0	0
ATP5MGP2	0	0.2289	0	0	0	0.1876	0	0.4533	0	2.2196
VDAC1P9	0	0	0.5032	0	0	0	0	0.0559	0	0.0456
FTLP2	3.7792	8.3596	2.0037	1.0229	5.3245	0.9947	2.8096	3.2931	4.9049	6.5369
PPIAP35	0.4345	0.1447	1.7203	0.0998	0	0.1186	0.1077	0.3821	0.2339	0.7015
BAG1P1	0	0	0.1514	0	0	0	0	0	0	0
MTCYBP3	0	0	0	0	0.0339	0	0.0466	0.0827	0	0.4722
GPR79	0	0.082	0.1219	0	0.1775	0.3362	0.061	0.0541	0	0.0884
RPL29P28	0	0	0.2241	0	0.0816	0	0	0.2987	0	0
RPL22P23	0.1846	0.1844	0	0	0.0998	0	0	0	0	0.0994
ZDHHC20P4	0.3538	0.2121	0.6304	0	0.1147	0.7534	0.4209	0.7	0.6287	1.371
OR52U1P	0	0.0771	0.2292	0	0.0417	0	0	0	0	0
OR5K1	0	0	0	0	0	0	0	0	0.0162	0
RPS3AP25	0.9885	1.3466	1.7344	0.4953	0.777	0.0736	0.4009	1.0667	0.1451	1.4508
SKA2P1	0	0.5476	1.0851	0.5036	0.0987	0.4489	1.0868	0.482	0.2951	2.655
SMIM26	50.1706	25.935	31.6041	65.4181	23.8155	38.0544	34.2114	33.6829	48.4827	38.5942
NDUFA5P1	0	0	0	0	0	0	0	0	0	0
RANP2	0	0	0	0	0.1682	0	0	0.2052	0	0.5024
GOT2P7	0	0	0.0889	0	0	0	0	0	0.0484	0
RPL5P6	0.1609	0.0804	0	0.1108	0.0869	0.1317	0	0.6895	0	0.6925
LNCPOIR	0	0.0755	0	0	0	0	0	0	0	0
CABP7-DT	0	0	0.1369	0	0.0498	0	0	0	0	0.0992
TMPRSS11CP	0.1043	0.3127	0.6196	0.0719	0.2819	0.4272	0.1551	0.4128	0.0843	0.0561
USP17L13	0	0	0	0	0	0	0	0	0	0
RAD17P1	0.2792	0.1395	0	0	0.0189	1.3432	1.5308	0.5063	0.0282	0.2629
LINC00112	0.0379	0.1135	0	0	0.0409	0.0931	0	0.025	0.0612	0.0408
RPL27P5	0	0.9127	0	0	0.1234	0.187	0.1698	0.4519	0.1845	0.2458
EPB41L1-AS1	0.3193	0.0336	0.2245	0	0.1998	0.1376	0.1249	0.6981	0.095	1.6367
PPIAP70	0	0.1438	0	0	0	0	0.107	0.4747	0	0.6973
STAG2-AS1	17.4882	0.6551	0.6491	7.8314	0.4725	0.179	0.9751	1.2974	0.1765	1.294
ELN-AS1	33.3549	0.1338	0.5966	2.5841	0.9411	6.3623	2.2906	0.3533	0.4327	0.7929
BPESC1	0	0.0404	0.0601	0	0	0.0166	0	0	0	0.0109
TTTY19	0	0	0	0	0	0	0	0	0	0
IL9RP2	0	0	0.1613	0	0	0	0	0	0.0439	0.0292
KNOP1P4	0	0.099	0	0	0	0.0406	0	0	0	0.2134
PRAMEF6	0	0	0	0	0	0	0	0	0	0
USP9YP29	0	0	0	0	0	0	0	0	0	0
RPL21P131	0.1475	0.1474	0	0.305	0.3189	0.4833	0.1097	1.3621	0.1192	0.7146
RPL31P15	0	0	0	0	0	0	0	0	0	0
GXYLT1P3	0	0.1193	0	0	0.0646	0	0	0.0394	0	0.1929
AJM1	16.878	6.5885	3.9791	1.2423	4.0381	2.7137	1.4734	6.5772	3.883	4.4757
RPS26P42	0	0	0.3245	0	0	0	0	0	0	0.2353
RPL18AP7	0.408	0.1359	1.4133	0.0937	0.9554	0.1114	0.1011	0.6278	0.7688	0.6587
MHENCR	57.9189	35.818	16.2459	66.2597	7.2119	4.8813	9.2602	8.8589	5.5323	5.458
EMSLR	0.2286	1.5831	0.8822	0.126	0.2964	0.3743	0.2605	0.4321	0.2215	0.861
MTND5P3	0	0	0	0	0	0	0	0	0	0.0213
LINC02777	1.2061	0.7918	1.944	2.5641	1.7505	3.3863	2.1008	0.5227	1.7811	0.6676
LARS2-AS1	0.2479	0.1238	0	0	0	0	0	0.1635	0	0.4002
FAM131C2P	0	1.618	3.757	0.1395	4.3216	0.0829	0.0753	0.9345	0.8992	0.0545
SLC16A6P1	0.8075	1.6134	0.5994	0	0.6546	0.496	0.3002	0.2663	0.2717	1.3037
LINC01450	0	0.0655	0	0.015	0.0354	0.0537	0.0649	0	0.0176	0.0118
OR4F14P	0	0	0	0	0.041	0	0	0	0	0
BMPR1AP2	0.0704	0	0.6273	0.0485	0.0761	0.6343	0.0524	0.1393	0.1706	0.3789
H3P31	0.1916	0.5741	0.8532	0	0.1035	0	0	0.1263	0	1.3402
TMA16P2	0	0	0	0	0.0641	0	0.2645	0	0	0.5743
EEF1B2P3	7.673	7.3502	5.1494	5.8656	7.1002	13.3413	4.2198	21.6253	5.1778	15.9508
NCKAP5-IT1	0	0	0	0	0.139	0.1053	0.0956	0	0	0.2077
HSFY5P	0	0	0	0	0	0	0	0	0	0
KRT8P52	0.22	0.3296	0.0816	0.0379	0.208	0	0.0818	0.145	0.1776	0.0888
TGFB2-AS1	0.3838	0	0.1899	0	0	0.1048	0.6658	0	0	0.0689
RPL37A-DT	1.4575	1.2261	1.5944	0.3171	1.0778	2.1044	0.7699	1.1129	1.3319	0.6192
DEPDC1P2	0	0.0585	0.0435	0	0.0791	0	0	0.0579	0	0.0945
RASA3-IT1	0.1875	0.562	0	0	0.2027	0	0.1394	0.1237	0	0
MFAP1P1	0	1.1345	0.4215	0	0.3682	0.093	0.2533	2.2841	0.0459	0.0611
OSBPL10-AS1	0	0.0309	0.2293	0	0.0501	0.0253	0.0919	0.0815	0.0249	0.133
SAPCD2P3	0.0838	0.67	0.1245	0.0578	0.0453	0.0687	0	0.9399	0	0.5414
NPM1P13	0	0	0	0	0.0445	0	0	0	0	0.0443
RPL12P11	0.2845	0.1421	0.2112	0.098	0.1537	0.1165	0.3173	0.0938	0	0.3062
RPL3P12	0	0.0589	0.3503	0	0.0638	0.0483	0.307	0.4279	0.1429	0.4762
ADIPOR1P1	0	0	0	0	0	0	0	0	0	0
CYCSP8	0	0.2282	0	0	0	0	0	0	0	0
ST3GAL5-AS1	0	0.6666	0.1981	5.6544	0.3967	0.7103	0.893	0.044	0.2694	0.0359
MRPL45P1	0	0.4673	0	0	0	0	0	0	0	0.0839
OR2AH1P	0	0	0	0	0.014	0	0	0	0	0
RPL21P25	0.1503	0	0	0	0	0	0	0	0	0.0809
CSPG4BP	0	0.0305	0.5444	0	0.1762	0.0083	0.0227	0.0403	0.1069	0
GCSIR	0	0.0507	0	0	0	0	0	0	0.0137	0
ZNF886P	0	0	0	0	0	0	0	0	0	0
SS18L2P1	0	0	0.9934	0	0	0	0	0	0	0.18
VDAC1P13	0.2489	0	0	0	0	0	0	0.0547	0	0
LINC02802	1.461	0.4865	0.1205	0	1.8422	0.2659	2.1724	0.0535	3.2774	0.8299
LIF-AS1	0	0	0.2619	0	0.0953	0.1444	0.0656	0	0.3561	0.1899
KMT5AP2	0.0681	0.136	0	0	0	0.0557	0	0.3142	0.055	0.4762
FAM131B-AS2	20.6754	23.2911	26.2859	54.0978	20.0284	20.443	34.4218	4.6413	34.8144	77.7647
OR5H8	0	0.2725	0	0	0	0.0558	0	0	0	0
LINC00945	0	0	0.1405	0	0	0	0	0	0.0764	0
RPL36P19	0	0.2365	0	0	0	0	0.7041	0	0	0
DPYD-IT1	0	0	0	0	0	0	0	0.2344	0	0
IGHD4-11	0	8.899	0	0	0	0	0	0	0	4.7937
LINC01809	0	0	0	0	0	0	0	0	0	0
SRD5A1P1	0	0.0906	0	0	0	0	0	0	0	0.0976
MTCO1P14	0	0	0	0	0.0247	0	0	0.1507	0	0.1722
CLK2P1	0.2203	0.055	0.327	0	0.0595	0.0902	0.0409	0.2179	0.0445	0.1185
RSU1P2	0.0217	0	0	0	0.0352	0	0.0161	0	0	0
PRCPP1	0	0	0	0	0.0674	0	0	0.0411	0	0
KCND3-IT1	0.1895	0	0	0	0	0.1552	0	0.125	0	0
LINC01549	1.0468	0.2091	0	0	0.0226	0	0	0.0276	0	0
TPMTP3	0	0	0	0	0	0	0	0	0	0
CRB3P1	0	0.2579	0	0	0	0	0	0	0.417	0
MRTFA-AS1	0.0738	0.1474	0.2738	0	0.1794	0.0604	0.0823	0.3649	0	1.7865
RPL23AP35	0	0	0.4223	0.098	0	0	0.2115	0	0	0.2296
RPL3P4	118.6054	108.7229	44.5196	151.818	71.7427	56.9776	72.0202	136.7588	52.2442	130.8242
MTCO1P27	0	0.315	0	0	0.3408	0.2582	0	0.2079	0.2546	0
GPR143P	1.0429	0	0	0	0	0	0	0	0	0
OFD1P12Y	0	0	0	0	0	0	0	0	0	0
KIAA1614-AS1	0.2474	0.5438	0.2204	0	0.214	0.1621	0.1472	0.359	0.0799	0.1065
EEF1A1P3	0.4116	1.028	1.0694	0.319	0.9176	0.2528	0.459	1.7644	0.2909	1.7444
LINC02642	0	0.2146	0.248	0.0658	0.2322	0.1759	0.1419	0	0.3855	0.0771
KANTR	4.2858	6.9922	3.9113	0.4649	3.123	4.3502	2.7913	3.309	2.1914	1.9702
CST2P1	0	0	0	0	0	0	0	0	0	0
LINC01646	0	0	0.1272	0	0	0	0	0	0	0.0115
TONSL-AS1	7.1597	1.996	1.9775	0.6883	0.5399	0.9544	1.2379	1.3176	0.4034	1.1648
ANAPC15P2	0	0	0.6151	0	0	0	0	0	0	0
HMGN2P11	0.1768	0	0	0	0.2867	0	0	0	0	0.4758
LINC01412	0	0	0	0.1642	0	0	0.3544	0	0.0962	0
TIMM9P2	0	0.5353	0.7955	0	1.0135	0.6582	0.1992	1.4133	0.2164	1.2975
CCT6P4	0	0	0	0	0	0	0	0.0296	0	0
RPL31P35	0.3781	0.5665	0	0.1302	0.1022	0.1548	0.1405	0.2493	0.1527	0.3052
LINC02576	0.1258	2.6391	0	0.5633	0.136	0.309	1.7302	0.3733	0.0508	0.4062
USP9YP9	0	0	0	0	0	0	0	0	0	0
PPP4R2P5	1.7236	0.4636	0.7873	0	1.1464	0.4886	0.4436	0.8743	0.2141	0.2497
HIVEP2-DT	0.545	0.8276	0.3884	0.03	0.2592	0.0714	0.1459	0.0863	0.1232	0.129
TSPY17P	0	0	0	0	0	0	0	0	0	0
C4BPAP2	0	0.2979	0.2213	0	0	0.1221	0	0	0	5.3754
MRAP-AS1	0	0.1223	0.1818	0	0	0	0	0	0	0.0659
LINC01517	0.0164	0	0.7813	0	0.6933	0	0	0.103	0.1926	2.2746
RPL23AP31	0.6104	0.3049	0	0.1051	0.5773	0.4998	0.1135	0.1006	0	0.1642
HLA-DQB2	2.9547	101.13	6.7363	38.5071	59.7253	96.2635	138.2078	0.3015	37.4673	9.9944
PRPS1P2	5.2479	5.4704	5.5326	0.0524	2.1373	2.3667	1.979	3.8618	2.7639	5.6481
MTND2P23	0	0	0	0	0	0	0.0814	0	0	0
NEFLP1	0	0.1447	0	0	0	0	0	0	0.0585	0.1169
LINC00385	0	0	0	0	0	0	0	0	0	0
LINC01431	10.1685	4.4865	1.258	0.8173	0.6411	1.1102	0.945	1.2293	0.5474	0.7752
POLR3KP1	0	0	0	0	0	0	0	0	0	0
ING2-DT	1.2837	0.6606	0.6352	0.67	0.3994	0.6371	0.8965	0.59	0.5026	1.1932
LINC01780	0.1399	0.0932	1.1771	0.0321	0.4537	0	0.0347	0.0308	0.1507	0.1506
GOLGA8N	0.4406	0.3559	1.2943	0.155	0.8156	0.2687	0.3833	0.3709	0.2877	0.1766
FAM136BP	0.3418	0.5122	0	0.1177	0	0	0	0.1127	0	0
LINC01656	0	0	0.3359	0	0.1223	0.0926	0	0	0	0
IDI2-AS1	0.745	1.4034	0.7584	0	0.5176	0.3137	0.3007	0.786	0.1375	0.2978
SLC44A3P1	0	0	0.2489	0	0	0	0	0	0	0
CFTR-AS1	0	0	0	0	0	0	0	0	0	0
LDHBP1	0	0	0.0945	0	0.0344	0	0	0.084	0.0514	0.0343
LARP1BP3	0	0	0.1217	0	0	0	0	0	0	0
PHB1P10	0	0	0	0	0	0.0744	0	0.0599	0	0.1957
ZNF687-AS1	1.5853	0.7198	0.7488	1.1418	0.2726	0.118	0.375	0.7127	0.0582	0.3878
ACTG1P21	0.0713	0.1424	0	0	0.0385	0	0.053	0.094	0	0.3451
ADH5P2	0	0	0.0941	0	0	0.0519	0	0.0418	0	0.2388
LINC00665	15.2755	1.1234	8.7128	5.5485	5.9728	16.1014	4.5941	1.4832	7.5255	7.6435
SPTLC1P4	0	0	0	0	0	0	0.2038	0.5422	0	0.1475
LINC01705	0.0376	1.2391	0.2232	0	0.1219	3.3549	3.8004	0.9171	1.1231	0.4854
ATP11A-AS1	0.0975	0.0325	0.0483	0	0.1933	0.0266	0	0.1072	0	0.3149
LINC00442	0	0.0277	0	0	0.015	0	0	0	0	0
RPL12P9	0.8762	0.1459	0.4336	0	0.7103	0	0.1086	0.0963	0.1179	0.1572
LINC01628	0	0	0	0	0	0	0	0	0	0
HSPE1P9	0	0.2289	0	0	0.1238	0	0	0.1511	0	0.2466
ELOCP17	0	0	0	0	0	0	0	0	0	0
BDH2P1	0	0.0967	0.4312	0.5337	0.8372	0.1586	0.072	0.1277	0.6255	0.6253
RPL21P108	0	0	0	0	0	0	0	0	0	0.0797
NUTM2HP	0.3423	0.171	0.1694	0.0393	0.1079	0.3738	0.0848	0	0.023	0.0768
AP1B1P2	2.0169	0	0	0	0	0	0	0	0	0
MARK2P9	0.1238	0.4947	0.5513	0	0.0669	0.3379	0.092	0.1361	0.0666	0.0444
KIZ-AS1	0.1177	0.2481	0.2135	0	0.113	0.0964	0.068	0.181	0.0528	0.3518
RPS12P3	3.1989	12.0724	6.0681	0.6122	2.3049	19.792	4.4922	8.9065	4.162	4.4949
MTND3P8	0	0	0	0	0	0	0	0	0	0
LINC01022	0.3617	0	0.2685	0	0	0.4443	0	0	0	0
TRIM51JP	0	0.0541	0.1607	0.1491	0	0	0	0	0	0
GAPDHP48	0	0.0741	0	0	0	0	0.0551	0	0.0599	0.0798
MROH4P	0	0	0	0	0.0243	0	0	0	0.0363	0
RPS17P7	0	0	1.2655	0	0	0	0	0	0	0
TRIM80P	0.3253	0.05	0.1486	0	0.2299	0.1229	0	0.0165	0.0808	0.2154
PLXNB3-AS1	1.3112	1.7683	0.1947	0.1355	0.5669	0.6979	0.9261	2.2048	0.3177	1.0231
YWHAEP1	0.467	1.6795	0.416	0	0.2524	0.3824	0.1389	0.8007	0.3017	1.0052
PHB2P1	0	0	0	0	0.0433	0	0	0.0528	0	0.0862
GTF2I-AS1	0.1707	0.536	0.3983	0.0168	0.1582	0.3395	0.1995	0.2734	0.1379	1.9293
FAM8A4P	0.0588	0	0	0	0	0	0	0.0387	0	0
ATP5MC1P7	0	0	1.3225	0	0	0	0	0	0	0
ATG4AP1	0	0	0	0	0	0	0	0	0	0.1426
LINC01826	0	0	0	0	0	0.0999	0	0	0	0
RHOQP2	0.9847	0.8607	1.6445	0.0848	1.0642	1.7134	0.8236	0.1623	3.5783	0.3312
ELF2P3	0	0	0	0	0	0	0	0	0	0.0255
USP9YP16	0	0	0	0	0	0	0	0	0	0
LINC02022	0	0	0	0	0	0	0	0	0	0
IGKV1D-35	0	1.0508	0	0.1812	0	0.2153	1.173	0	0	0
MTCO3P21	0	0	0	0	0.0599	0	0	0.3654	0	0.1193
DDX3ILA1	0.062	0.0929	0.2302	0	0.0168	0	0	0.4499	0.025	0.7176
ETF1P1	0.1448	0.3617	1.1827	0	0.1566	0.5338	0.3769	0.0955	0.6433	0.3508
STEAP1B-AS1	0.0586	0.5269	0.3045	0	0.0792	0.024	0.305	1.0821	0.5679	0.0946
TRIM60P8Y	0	0	0	0	0	0	0	0	0	0
KIAA1143P2	0	0	0.2404	0	0	0	0	0.1068	0	0
HSPA12A-AS1	0	0	0	0	0	0.1322	0	0	0	0
PPP1R26P5	0	0.0194	0	0	0	0	0	0	0	0
MTND4P22	0	0	0	0	0	0	0	0	0	0
DEFB130D	0	0	0	0	0	0	0	0.1983	0	0
LINC03033	0.6974	0.5972	0.9984	0.4805	0.3231	0.8567	1.3148	0.3614	0.9857	0.4423
BMS1P22	0.0453	0.0453	0	0.0312	0	0.0371	0.0674	0	0	0.0976
MRPL51P2	0	0	0	0	0	0	0	0	0	0
RPL23AP50	0.1566	0.3129	1.1626	0.1079	0.1693	0	0	0.2066	0	0.0843
GAPDHP74	0.0779	0	0.6937	0.0537	0.3788	0.0638	0	0	0.7548	0.0419
FRG2FP	0	0.1233	0	0	0	0	0	0	1.7439	0.0664
TIMM9P3	0.2601	0	0	0	0	0	0	0	0	0
OR7L1P	0	0.6767	0	0	0	0	0	0.0893	0	0.0729
ITGA6-AS1	0.2647	0.8593	4.1258	0.5926	3.5043	0.2709	0.6395	0.3054	5.1833	1.1038
LINC01162	0	0	0	0	0	0	0	0	0	0
OR11I1P	0	0	0	0	0	0	0	0	0	0
FTH1P25	0	0	0.2256	0.1047	0	0.1244	0.113	0	0	0.0818
DNAJC19P8	0	0.2749	0	0	0	0	0	0.5443	0	0.1481
HNRNPDP1	0.189	0.1888	0.7016	0.1302	0.3065	0.0774	0.0703	0.1247	0.0763	1.119
SCAND3P1	0.3362	0.0672	0	0	0.0727	0	0.1	0	0	0
FAM207CP	0	0	0.2087	0	0.076	0	0	0	0	0
CRYGFP	0	0	0	0	0	0	0	0	0	0
SLC7A15P	0	0	0.2329	0	0	0	0	0	0	0
SDCBPP3	0	0.0799	0	0	0	0.0655	0.0595	0.4747	0.0646	0.7317
SLCO4A1-AS1	0.1394	0.232	0.3448	0	1.18	0.038	0.0691	9.0066	0.1876	0.55
NIP7P1	0	0.2781	0.2066	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0	0	0
VDAC1P10	0	0	0	0	0	0	0	0.0527	0	0
TNF	0.0849	24.0982	1.9545	0.0878	1.1246	6.0861	3.4416	0.224	1.0632	0.7999
LINC01717	0	0	0	0	0.0231	0	0.0636	0	0.0345	0
S100A11P6	0	0	0	0	0	0.4053	0	0	0.3997	4.5274
COL4A2-AS1	0.2639	0.6592	1.7633	0.0909	2.4961	0.3242	0.883	0.6092	0.5329	0.142
DUX4L50	1.5947	9.1603	5.9187	0.6867	1.5081	27.7503	5.187	8.1499	2.6562	1.2336
RPS2P32	0.719	2.4741	5.1001	8.3663	2.3314	1.0468	2.0789	2.16	4.2582	1.0318
TXNP1	0	0	0	0.1323	0	0	0	1.0133	0	3.4112
PRR13P1	0	0	0.5186	0	0.0944	0	0	0.1152	0	0.188
PLPPR5-AS1	0	0.0119	0.0708	0	0.0193	0	0.0089	0.0157	0	0
LINC01189	0.0185	0	0	0	0.01	0	0.0137	0	0	0.0099
GSTO3P	0.0993	0.5949	0	0	0.0536	0.0813	0	0.2618	0	0.2136
FAM136CP	0	0.1753	0	0	0.0949	0.1437	0	0	0.1417	0.0945
LMLN-AS1	0	0.5254	0	0	0.0711	0.2153	0.1955	0	0.1062	0.4245
LINC01700	0	0	0	0	0.3615	0	0	0	0.036	0.024
PET117	1.9813	1.3607	0.9192	2.3034	0.7361	0.507	1.3349	3.9604	0.95	4.5313
BRWD1P3	0	0	0	0	0.1975	0	0	0	0	0.0983
KAT7P1	0	0.0721	0.2142	0.0994	0.078	0.7088	0	0.1903	0	0.8151
SNX18P2	0	0.1762	0	0	0	0	0	0	0	0
TRAPPC2P9	0	0	0	0	0	0	0	0	0	0
SLC25A6P3	0	0	0	0	0	0	0	0	0	0.0436
RPL7AP18	0.2672	0.5339	0.2645	0.0614	0.1926	0.1459	0.1987	0.235	0.1439	0.3835
LINC00363	0	0	0	0	0	0	0	0	0	0
ATP5MFP3	0	0	0	0	0	0	0	0.1821	0	0
CICP4	0.0253	0.0506	0.1129	0	0.0137	0	0	0.0334	0	0.1773
LUZP4P1	0	0	0.6151	0	0	0	0	0	0	0
KATNBL1P2	0	0	0	0	0	0.1398	0.1269	0	0	0
RPL34P27	1.021	0.8159	0.9094	1.4068	0.7724	0.3344	0.4554	7.8098	0.6596	6.1535
LYRM9	3.1393	4.8167	6.1551	18.1878	3.6221	2.7768	3.7816	0.3494	2.5887	0.9552
SMG7-AS1	0.8005	1.3258	1.5949	0.1887	0.6375	1.104	0.2506	0.5001	0.5954	0.8162
NUCKS1P1	0.1014	0	0.1505	0	0	0	0	0.0668	0	0.1637
RPL36AP34	0	0	0	0	0	0	0	0	0	0.2557
TRBV29-1	0.3545	9.7401	5.0003	1.832	4.311	4.0647	18.3196	0.2338	4.438	0.954
SEC1P	0.8117	0.2162	0.4017	0.2423	0.6726	0.288	0.7442	0.1427	0.4588	0.0728
CTAGE3P	0.2075	0	0.22	0	0.1922	0.7768	0.1543	0.1955	0.0239	0.5105
RPL23AP93	0	0.1471	0.2186	0	1.1935	0	0	0.1942	0.1189	0.0792
LINC02924	5.8006	4.9669	1.2302	0	0.2687	0.6786	0.6161	2.1857	0	0.3567
HMGN2P35	0.2639	0.2637	0	0	0.1426	0.2161	0	0	0	0.5681
DPYD-AS1	0.0482	0.0481	0.0715	0.0332	0.026	0.0395	0.1075	0.0635	0	0.1037
GLRX5P2	0.8239	3.2921	3.6692	0	1.7809	5.7345	0	2.1731	0.3327	0
NDUFB4P10	0.1985	0.1983	0	0	0.1073	0	0	0	0	0
RPS10P21	0	0	0.8909	0	0	0	0	0	0	0
PHKA1P1	1.0328	1.7196	0.5111	0	0.8682	1.5975	0.5119	0.454	0.556	0.3705
RPLP0P5	0.5347	0.6867	0.7938	0.0526	0.2889	0.1251	0.1136	0.3526	0.2467	0.9454
GPC5-AS2	0	0	0	0	0	0	0	0	0	0.2245
RPS11P5	10.0123	11.3259	5.6833	4.9706	9.6279	4.8229	4.8165	12.5251	4.5184	23.8497
RGS5-AS1	0	0	0.442	0.0932	0.2194	0	0	0	0.0656	0.0437
IQCA1-AS1	0	0	4.1107	0	2.2052	0	0	0	1.6477	0
MRPS31P2	0.5503	0	0.2042	0	0	0	0.2046	0	0	0
CDY9P	0	0	0	0	0	0	0	0	0	0
CYCSP10	1.212	3.1479	0.7197	2.004	1.0479	4.3669	1.4417	2.0779	0.5872	1.3044
LINC01166	0.0816	0	0.2828	0	0.0735	0	0	0.0718	0.022	0
DLGAP4-AS1	0.3805	1.6834	0.807	0.4681	0.4994	0.1558	0.3435	0.3405	0.2195	0.4388
HSD17B7P1	0	0	0	0	0.0379	0	0.0521	0	0.0566	0
RAB9AP1	0	0	0	0	0	0	0	0	0	0
RERE-AS1	1.0889	0.9669	1.7962	0.5001	0.9154	0.0991	0.6746	0.7979	0.3908	0.3581
PLCE1-AS2	0	0	0	0	0.0181	0	0	0.0664	0	0.0451
TRAPPC2P4	0	0	0	0	0	0	0	0	0	0
RNF14P1	0.1137	0	0	0	0	0.0466	0.1269	0.6376	0	0.8264
HMGN2P27	0.2639	0	0.7837	0.1818	0.2853	0	0.1962	0.174	0	0.142
HSPE1P6	0.9796	0.2446	1.0907	0	0.1323	0.8022	0	1.6149	0.1978	1.0543
RPL21P26	0	0	0	0	0	0	0	0	0	0.3143
LINC01400	0	0	0.2234	0	0	0	0	0	0	0
MTND6P24	0	0	0	0	0.0743	0	0	0	0	0.074
ELOCP4	0	0	0	0	0	0	0	0	0	0
MRPS16P2	0	0.1745	0	0	0	0	0	0	0	0.094
USP12PY	0	0	0	0	0	0	0	0	0.0541	0.0721
DDX3P1	0.1096	0.146	0.434	0	0.0987	0.0299	0.1087	0.1928	0.059	0.0787
LINC00342	8.3455	16.2187	10.1503	0.3369	6.3283	8.8564	7.9482	18.6903	2.5566	3.2066
PANK1-AS1	0.0341	0.3063	0.4551	0.0469	0.2577	0.1953	0.0507	0.1572	0.055	0.1283
RPL23AP87	0.8529	0.0631	0.1876	0.0435	0.0341	0.1552	1.1977	0.3125	0.0255	0.034
